Seed,n,m,eps,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
0,128,128,1,1267,0.018825054168701172,9.981270585423044e-06,2.491820274081376,0.2419114954640964
1,128,128,1,1428,0.022443532943725586,9.9838941756622e-06,2.1555246547360527,0.27050629634160117
2,128,128,1,1503,0.02242279052734375,9.984669818085753e-06,2.2661115888295336,0.25233833931667826
3,128,128,1,807,0.01198124885559082,9.98130767365657e-06,4.5526661271423645,0.15800166483811573
4,128,128,1,1504,0.025511980056762695,9.971523485205816e-06,2.7834626559973055,0.19630194315257654
5,128,128,1,1336,0.0203554630279541,9.993151006689599e-06,2.8288373005415823,0.2002371667791909
6,128,128,1,465,0.007494926452636719,9.762069732913853e-06,6.417982996498649,0.06936607627687863
7,128,128,1,1477,0.022258281707763672,9.969694348691688e-06,2.4235843156779238,0.2417841592602472
8,128,128,1,1564,0.023578643798828125,9.978399470004715e-06,1.8770378144508084,0.3012623535129031
9,128,128,1,1428,0.022426605224609375,9.975691516714291e-06,4.52185575490312,0.12476776744492746
10,128,128,1,1253,0.018677473068237305,9.995246320691764e-06,3.244923145224103,0.18810023081208715
11,128,128,1,743,0.010956764221191406,9.940434890746627e-06,5.032430511080789,0.08977201198351636
12,128,128,1,853,0.012819290161132812,9.992004957742884e-06,3.1496419266106295,0.19853396367945075
13,128,128,1,1015,0.01623225212097168,9.937350364190578e-06,3.6525789038388314,0.1391396742620281
14,128,128,1,1500,0.022092819213867188,9.994707554167315e-06,1.9428052755654908,0.28828667058521384
15,128,128,1,949,0.015098333358764648,9.971496669189395e-06,3.6393896991159753,0.19201501769442153
16,128,128,1,652,0.010240554809570312,9.972828567690606e-06,5.437679328571746,0.10768636719585967
17,128,128,1,1605,0.025691986083984375,9.993606128261973e-06,2.5782629329609423,0.2563269958091001
18,128,128,1,945,0.014176368713378906,9.991200843599557e-06,3.536213515663312,0.22456100674042645
19,128,128,1,1102,0.01741933822631836,9.963816403479528e-06,4.318480138591207,0.13216612493822666
20,128,128,1,1519,0.022524118423461914,9.979485598448842e-06,2.537977019271985,0.23347396965700007
21,128,128,1,1354,0.021270036697387695,9.995436132783156e-06,2.985010527352981,0.16636514390279888
22,128,128,1,496,0.007382631301879883,9.975956813403422e-06,1.734132647705894,0.31088338746301414
23,128,128,1,1265,0.019936800003051758,9.99853136362909e-06,2.607675316616275,0.19768006935577098
24,128,128,1,859,0.01280355453491211,9.962671709223478e-06,4.2658598755161155,0.15736219015900765
25,128,128,1,1307,0.02157759666442871,9.999118241853927e-06,2.3809209605691155,0.2087000102499066
26,128,128,1,1411,0.021140336990356445,9.966980523691896e-06,3.168822592080858,0.18429904825324828
27,128,128,1,1871,0.02953338623046875,9.98647374616038e-06,2.1383954818736477,0.27964366087723436
28,128,128,1,1245,0.01834702491760254,9.982357456606375e-06,2.8494750774736293,0.19162150644447573
29,128,128,1,1626,0.025975942611694336,9.998570155579645e-06,1.6783496881313855,0.33264196236317467
30,128,128,1,1523,0.02292156219482422,9.986661463477764e-06,1.870921800929962,0.3104046455227647
31,128,128,1,1663,0.03212475776672363,9.993835967357645e-06,2.2577434062038275,0.2559103318526348
32,128,128,1,663,0.010051965713500977,9.921960387789669e-06,5.013150270635089,0.10128490267215184
33,128,128,1,1102,0.01779460906982422,9.997142534447223e-06,3.5666473824828926,0.17538543994013134
34,128,128,1,658,0.00986480712890625,9.956715556263748e-06,5.632221630315774,0.07737407097264981
