Seed,n,m,eps,tol,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
0,128,128,0.7,1e-06,3343,0.050440311431884766,9.991212377193082e-07,2.355969642413818,0.10606086379653856
1,128,128,0.7,1e-06,3361,0.05482149124145508,9.986527542832357e-07,2.0122753006421794,0.12725694224772788
2,128,128,0.7,1e-06,3418,0.06678223609924316,9.983398687289646e-07,2.1282914030927986,0.11451815357994333
3,128,128,0.7,1e-06,1506,0.02569413185119629,9.968206892783243e-07,4.464373571707381,0.06970910940313235
4,128,128,0.7,1e-06,3129,0.05004382133483887,9.979251624978036e-07,2.672582135466814,0.08542142262208507
5,128,128,0.7,1e-06,2830,0.04290580749511719,9.9962342027006e-07,2.7205234995420393,0.09192336577964788
6,128,128,0.7,1e-06,728,0.011023998260498047,9.775997946073062e-07,6.378201514123033,0.029584593901262224
7,128,128,0.7,1e-06,3272,0.053323984146118164,9.99663275488144e-07,2.29568598495525,0.11388582853757345
8,128,128,0.7,1e-06,4001,0.07093238830566406,9.986016466564246e-07,1.713710766580475,0.13793530564256962
9,128,128,0.7,1e-06,3316,0.06740450859069824,9.998955003177878e-07,4.452249160497104,0.055161173038911215
0,128,128,0.6,1e-06,3970,0.06365609169006348,9.989021115368313e-07,2.318711640481462,0.0688028618641825
1,128,128,0.6,1e-06,4025,0.0655369758605957,9.999671466386084e-07,1.9702619626067253,0.08524360421227373
2,128,128,0.6,1e-06,4155,0.06466436386108398,9.997695187974331e-07,2.0885152067248685,0.07474195721201315
3,128,128,0.6,1e-06,1772,0.029277563095092773,9.974817734605124e-07,4.439408565104991,0.044744102800741814
4,128,128,0.6,1e-06,3684,0.05710959434509277,9.985676049338588e-07,2.6414250286076237,0.05426431576289481
5,128,128,0.6,1e-06,3391,0.05673956871032715,9.985260711851962e-07,2.6885676561017258,0.059967522339334334
6,128,128,0.6,1e-06,823,0.013535022735595703,9.91472379779923e-07,6.366284636240357,0.017667716018586077
7,128,128,0.6,1e-06,3986,0.06553959846496582,9.99140922925898e-07,2.257226565503756,0.07542640908607945
