Seed,n,m,eps,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
0,256,256,1,12466,0.3784759044647217,9.996749712488234e-08,2.8016558615552962,0.2756851512358822
1,256,256,1,2129,0.06685829162597656,9.923596041780391e-08,6.8827369362320425,0.06747231232504802
2,256,256,1,7664,0.21376633644104004,9.99608134755886e-08,2.7595837116205137,0.2650274736278311
3,256,256,1,6765,0.18841814994812012,9.990717437201313e-08,3.13339975854975,0.20252150628564003
4,256,256,1,2687,0.08523726463317871,9.969736835830495e-08,6.51000648351652,0.07049619662655893
5,256,256,1,9126,0.2935633659362793,9.994565504031772e-08,2.422261383608509,0.2618276175313641
6,256,256,1,6299,0.20370078086853027,9.994062805714771e-08,4.111518066406489,0.1643385759310565
7,256,256,1,4441,0.12578797340393066,9.987290234755863e-08,4.123214294131325,0.17926255292166848
8,256,256,1,9984,0.28057074546813965,9.993935995347009e-08,2.312119315636889,0.2713475555697977
9,256,256,1,6180,0.1950361728668213,9.994860042817494e-08,3.949680641391107,0.17351778207204305
0,256,256,0.9,14577,0.4222447872161865,9.999677543382629e-08,2.748338947277416,0.222368236958002
1,256,256,0.9,2287,0.07034492492675781,9.928270222094027e-08,6.866850866638577,0.05158624273158274
2,256,256,0.9,8833,0.26197004318237305,9.99563386071961e-08,2.7082432950390554,0.2136870570463727
3,256,256,0.9,7648,0.2795257568359375,9.998742868909394e-08,3.0924062826346654,0.16152803037055552
4,256,256,0.9,2900,0.1222236156463623,9.95940966190545e-08,6.493124172867047,0.05361388597708583
5,256,256,0.9,10487,0.4077270030975342,9.997488167184931e-08,2.371382224020678,0.210948457943533
6,256,256,0.9,7094,0.2599668502807617,9.996341797640501e-08,4.077770497539825,0.13059100706439164
7,256,256,0.9,4974,0.1632843017578125,9.982150098088866e-08,4.086691763231803,0.14274002202214708
8,256,256,0.9,11466,0.329970121383667,9.993317104210753e-08,2.2599186016152792,0.21914684154818787
9,256,256,0.9,6954,0.23607778549194336,9.988623342598729e-08,3.914293131465352,0.13813027214628804
0,256,256,0.8,17308,0.6574549674987793,9.996409343002166e-08,2.698125509261708,0.17215479894229402
