Seed,n,m,eps,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
0,128,128,1,3166,0.0477752685546875,9.994398120737047e-08,2.4939840281091508,0.2440752494918712
1,128,128,1,2936,0.04550790786743164,9.978711310379418e-08,2.1625254766786792,0.2775071182842277
2,128,128,1,2765,0.048093557357788086,9.98594769270611e-08,2.2760203729904704,0.26224712347761514
3,128,128,1,1278,0.02354717254638672,9.920334986118773e-08,4.560266179125411,0.1656017168211621
4,128,128,1,2684,0.03964424133300781,9.97224994837842e-08,2.7920566684744843,0.20489595562975538
5,128,128,1,2352,0.03658604621887207,9.988454741267916e-08,2.8407776360972012,0.2121775023348098
6,128,128,1,627,0.009981155395507812,9.793636394223038e-08,6.428378551267315,0.07976163104554423
7,128,128,1,2667,0.04861259460449219,9.996733870212826e-08,2.4339452673556643,0.25214511093798775
8,128,128,1,3315,0.05108499526977539,9.976749599030499e-08,1.8830436721582071,0.3072682112203018
9,128,128,1,2654,0.0401766300201416,9.975157981220728e-08,4.535925190644324,0.13883720318613157
0,128,128,0.9,3600,0.05460095405578613,9.9965701593277e-08,2.444540187331954,0.19463140871467433
1,128,128,0.9,3340,0.054622650146484375,9.982298787569732e-08,2.109522023249868,0.2245036648554164
2,128,128,0.9,3181,0.05144000053405762,9.98522962022963e-08,2.22335194199013,0.20957869247727468
3,128,128,0.9,1417,0.02650761604309082,9.955172598948014e-08,4.525745397092147,0.1310809347878985
4,128,128,0.9,3023,0.06178927421569824,9.985196131045981e-08,2.748968776642924,0.1618080637981949
5,128,128,0.9,2672,0.04452991485595703,9.985345578687743e-08,2.797854566904859,0.1692544331424677
6,128,128,0.9,679,0.011287450790405273,9.780502447515049e-08,6.40993671277503,0.06131979255325959
7,128,128,0.9,3051,0.05264687538146973,9.990612176956348e-08,2.38521543740844,0.20341528099076367
8,128,128,0.9,3844,0.059798479080200195,9.991539141190886e-08,1.8231503948972214,0.2473749339593161
9,128,128,0.9,3081,0.04601430892944336,9.980988020796833e-08,4.505832270655409,0.10874428319721652
0,128,128,0.8,4145,0.06321477890014648,9.982865180856171e-08,2.398367806535847,0.14845902791856735
1,128,128,0.8,3847,0.06236457824707031,9.98053781668673e-08,2.0594542326524916,0.17443587425804008
2,128,128,0.8,3710,0.056577205657958984,9.982342932639277e-08,2.1741708265101325,0.1603975769972772
