Seed,n,m,eps,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
0,512,512,0.3,100000,11.180596351623535,1.2308366845962398e-07,3.157175922024423,0.002773759765508199
1,512,512,0.3,100000,10.6224684715271,nan,nan,nan
2,512,512,0.3,100000,10.834161043167114,nan,nan,nan
3,512,512,0.3,79335,8.786719799041748,9.999517462059432e-08,3.6946626844922954,0.0016714113798426133
4,512,512,0.3,70165,7.662359237670898,9.998698960412764e-08,6.018290650822033,0.00023408505457478412
5,512,512,0.3,100000,10.975822687149048,2.525385651326595e-07,2.5976745975939264,0.0004742213376194293
6,512,512,0.3,29555,3.2837917804718018,9.999167886222404e-08,4.993151264700873,0.001630466876244796
7,512,512,0.3,58050,6.362614154815674,9.999798194571322e-08,3.8009732790199804,0.0011675844217866604
8,512,512,0.3,73378,9.132650375366211,9.999656100032062e-08,3.960645961945317,0.002396158902794987
9,512,512,0.3,70588,9.430915594100952,9.999384416098031e-08,4.78118023822541,0.0006292023359488752
0,512,512,0.32,96051,11.776290655136108,9.99940210928002e-08,3.158779605278224,0.004377443019309091
1,512,512,0.32,58135,7.531097173690796,9.999790520978658e-08,4.397457434417595,0.0017796556599005697
2,512,512,0.32,100000,11.090569734573364,nan,nan,nan
3,512,512,0.32,73693,8.96988844871521,9.99968488403849e-08,3.6957567343097604,0.0027654611973075838
4,512,512,0.32,65481,7.366151809692383,9.999627916543533e-08,6.0191229948408385,0.0010664290733801707
5,512,512,0.32,100000,10.672797441482544,1.5719870011428327e-07,2.6009811316483527,0.003780755392045698
6,512,512,0.32,27317,2.9327077865600586,9.998542541004088e-08,4.9939310457840485,0.002410247959420353
7,512,512,0.32,54009,5.786980628967285,9.999217888282189e-08,3.8018897052386587,0.0020840106404649283
8,512,512,0.32,67944,7.371910095214844,9.998915041341955e-08,3.9620447539034136,0.003794950860891433
9,512,512,0.32,66094,6.912198305130005,9.999284371516037e-08,4.782122900525699,0.0015718646362374855
0,512,512,0.34,89800,9.648149013519287,9.999417085754941e-08,3.1606089940880526,0.006206831829137727
1,512,512,0.34,54372,5.988379716873169,9.998407513207852e-08,4.398572434543938,0.002894655786243483
2,512,512,0.34,35742,4.060078382492065,9.999621115256568e-08,6.7571276808197,0.0023722524163236614
3,512,512,0.34,68794,7.561730623245239,9.999522645456546e-08,3.6971142871286147,0.0041230140161618856
4,512,512,0.34,61313,6.981605052947998,9.999286634549548e-08,6.020165926180049,0.0021093604125903553
5,512,512,0.34,99694,11.322705745697021,9.999648402109901e-08,2.6041511389939416,0.006950762737634619
6,512,512,0.34,25381,2.7577016353607178,9.999279501496719e-08,4.99489908737266,0.0033782895480323205
7,512,512,0.34,50509,5.620000600814819,9.999516838686551e-08,3.8030294519042886,0.003223757306094921
8,512,512,0.34,63289,7.692173957824707,9.999399220705224e-08,3.963748449618774,0.0054986465762518755
9,512,512,0.34,62125,6.981631755828857,9.998903435478115e-08,4.783307044336773,0.0027560084473119417
0,512,512,0.36,84268,9.222957611083984,9.999906458099672e-08,3.1627941716937746,0.008392009434859737
1,512,512,0.36,51084,5.539870023727417,9.998698370693518e-08,4.399905086233273,0.0042273074755785345
2,512,512,0.36,33566,3.827059745788574,9.99900859302745e-08,6.75812991557348,0.0033744871701042456
3,512,512,0.36,64506,7.892962455749512,9.998663848828984e-08,3.6987477029219527,0.005756429809499863
4,512,512,0.36,57585,6.700548887252808,9.999155755257769e-08,6.021431245306914,0.003374679539455805
5,512,512,0.36,93817,12.406900644302368,9.999892738822222e-08,2.606884502773287,0.00968412651698003
6,512,512,0.36,23686,2.7773592472076416,9.999387565358397e-08,4.996064301383394,0.004543503558766204
7,512,512,0.36,47447,5.518903970718384,9.999004619686697e-08,3.8044012802263447,0.004595585628150989
8,512,512,0.36,59248,6.890515327453613,9.999432205518022e-08,3.965765549600645,0.007515746558123038
9,512,512,0.36,58591,6.586273670196533,9.999664110898338e-08,4.7847379454435135,0.0041869095540523205
0,512,512,0.38,79335,9.158854007720947,9.999485372971101e-08,3.1653379118182325,0.010935749559317642
1,512,512,0.38,48183,5.273383378982544,9.999129317378105e-08,4.401459975894508,0.005782197136813494
2,512,512,0.38,31654,3.6178064346313477,9.997802520892926e-08,6.759292353585009,0.004536925181632512
3,512,512,0.38,60721,7.385584354400635,9.999485811118883e-08,3.700663470009345,0.007672196896892025
4,512,512,0.38,54236,6.327062606811523,9.999555474664648e-08,6.022925369683876,0.004868803916417974
5,512,512,0.38,88513,9.804891347885132,9.999202520497019e-08,2.6100513115572817,0.012850935300974697
6,512,512,0.38,22187,2.3334715366363525,9.999273715153092e-08,4.997431533725069,0.005910735900441111
7,512,512,0.38,44744,5.00052285194397,9.999042160880808e-08,3.8060092302240385,0.006203535625844747
8,512,512,0.38,55700,6.154778003692627,9.999153516987436e-08,3.9680979797653944,0.009848176722872193
9,512,512,0.38,55426,6.115901947021484,9.999064001352947e-08,4.786417630693123,0.0058665948036615845
0,512,512,0.4,74905,8.202325820922852,9.999508546274655e-08,3.1682373140988265,0.013835151839911575
