Seed,n,m,eps,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
0,256,256,1.0,8598,0.24780702590942383,9.997558946088503e-07,2.7996237638050907,0.2736530534856767
1,256,256,1.0,1859,0.05443692207336426,9.977315854744692e-07,6.877692497561917,0.062427873654922195
2,256,256,1.0,4704,0.1593916416168213,9.99769467300432e-07,2.7591164154921386,0.26456017749945593
3,256,256,1.0,4705,0.1376352310180664,9.99637631419678e-07,3.132233115946582,0.20135486368247202
4,256,256,1.0,2303,0.07359170913696289,9.95481491765024e-07,6.50488527318489,0.06537498629492866
5,256,256,1.0,6261,0.20580530166625977,9.993961929541037e-07,2.420641678567531,0.2602079124903858
6,256,256,1.0,4242,0.16284847259521484,9.995348844325444e-07,4.110534456906141,0.1633549664307079
7,256,256,1.0,3286,0.09663057327270508,9.987981801585707e-07,4.1221925235551735,0.17824078234551743
8,256,256,1.0,7070,0.2415308952331543,9.997139451389109e-07,2.3100168333334263,0.26924507326633496
9,256,256,1.0,4424,0.1367483139038086,9.989239239931863e-07,3.948212388172166,0.17204952885310165
0,256,256,0.9,10024,0.3161146640777588,9.998836608933817e-07,2.746286728883833,0.22031601856441885
1,256,256,0.9,2013,0.05798149108886719,9.947606668045395e-07,6.86183500808103,0.046570384174035695
2,256,256,0.9,5439,0.17834186553955078,9.993309426983843e-07,2.70776283279101,0.2132065947983275
3,256,256,0.9,5340,0.15638256072998047,9.99173582058241e-07,3.0912168121517514,0.16033855988764145
4,256,256,0.9,2505,0.0815725326538086,9.948119194646415e-07,6.487985885327204,0.048475598437242695
5,256,256,0.9,7196,0.2104358673095703,9.999421986236004e-07,2.369750400846274,0.2093166347691291
6,256,256,0.9,4786,0.15696120262145996,9.998080318165958e-07,4.076781811711826,0.12960232123639326
7,256,256,0.9,3689,0.1064603328704834,9.992939060798206e-07,4.085709140535298,0.14175739932564158
8,256,256,0.9,8120,0.25913333892822266,9.998904898058172e-07,2.2578140612793987,0.21704230121230728
9,256,256,0.9,4983,0.18188810348510742,9.996795330754343e-07,3.9128427191865773,0.1366798598675132
0,256,256,0.8,11861,0.4073164463043213,9.998456897463218e-07,2.696053684537017,0.17008297421760288
1,256,256,0.8,2201,0.06451296806335449,9.918416501624241e-07,6.847749160471332,0.03248453656433714
2,256,256,0.8,6384,0.20618271827697754,9.994612249954876e-07,2.6593001120199857,0.16474387402730306
3,256,256,0.8,6137,0.17859172821044922,9.999463574782846e-07,3.0530800171284347,0.12220176486432477
4,256,256,0.8,2750,0.08900308609008789,9.997790004203852e-07,6.472975069857672,0.033464782967710605
5,256,256,0.8,8394,0.2539682388305664,9.996326271778655e-07,2.322045181377339,0.16161141530019396
6,256,256,0.8,5466,0.1819319725036621,9.998578478038686e-07,4.045717574699199,0.0985380842237662
7,256,256,0.8,4194,0.12203216552734375,9.992068824111675e-07,4.051884528657539,0.10793278744788326
8,256,256,0.8,9468,0.29752612113952637,9.997351986231265e-07,2.208716314978386,0.16794455491129456
9,256,256,0.8,5690,0.16859197616577148,9.990953874945696e-07,3.879970432210639,0.10380757289157483
0,256,256,0.7,14288,0.49678635597229004,9.99834038563699e-07,2.6495552017334276,0.12358449141401362
1,256,256,0.7,2437,0.08052778244018555,9.922083782113941e-07,6.835567427759571,0.020302803852576545
