Seed,n,m,eps,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
0,1024,1024,2.5,5211,3.713785171508789,9.999946220400546e-06,7.27792047215205,0.21012824029206367
1,1024,1024,2.5,5099,3.8263914585113525,9.994875213682275e-06,8.388168992820543,0.07583364628471578
2,1024,1024,2.5,5440,3.9823334217071533,9.99764702058455e-06,6.972608844258651,0.044301280297615264
3,1024,1024,2.5,6258,4.58462381362915,9.999042498784992e-06,10.557670489694278,0.3504532366852704
4,1024,1024,2.5,5164,3.7232818603515625,9.998273536875437e-06,6.851993017648345,0.2527854967785217
5,1024,1024,2.5,4974,3.5898756980895996,9.99783052803814e-06,6.739196321492006,0.2911713056022016
6,1024,1024,2.5,6201,4.529983043670654,9.996429534422533e-06,7.240826596856462,0.03382613178963112
7,1024,1024,2.5,4628,3.3098652362823486,9.997696790967243e-06,5.6737839708588185,0.3533500082754095
8,1024,1024,2.5,5432,3.964379072189331,9.99891786347142e-06,6.255828678204413,0.3036051223041838
9,1024,1024,2.5,4285,3.1115102767944336,9.986369867221942e-06,14.58670632527267,0.12095047823813054
0,1024,1024,2.4,5485,3.838707447052002,9.997774536771612e-06,7.238402045020155,0.1706098131601692
1,1024,1024,2.4,5341,3.9473371505737305,9.998775412213383e-06,8.35540702769577,0.043071681159943864
2,1024,1024,2.4,5715,4.050101280212402,9.997586794475294e-06,6.9304235413180315,0.08648658323823444
3,1024,1024,2.4,6581,4.501219272613525,9.997286380416864e-06,10.528522807923414,0.3796009184561342
4,1024,1024,2.4,5437,3.8909084796905518,9.999996825395784e-06,6.802189380887538,0.20298186001771423
5,1024,1024,2.4,5246,3.7069289684295654,9.999662482098161e-06,6.687447749171667,0.23942273328186214
6,1024,1024,2.4,6552,4.695346832275391,9.99770146534575e-06,7.191194664056269,0.01580580101056217
7,1024,1024,2.4,4881,3.5567514896392822,9.998256007941186e-06,5.621480870419761,0.30104690783635224
8,1024,1024,2.4,5732,4.23737907409668,9.999453281254447e-06,6.20517825961584,0.252954703715611
9,1024,1024,2.4,4489,3.2153987884521484,9.989866195442808e-06,14.56975637237056,0.13790043114024186
0,1024,1024,2.3,5783,4.148909091949463,9.998248657053276e-06,7.19991462672175,0.13212239486176358
1,1024,1024,2.3,5605,4.169517993927002,9.994951274415074e-06,8.32440056683495,0.012065220299122714
2,1024,1024,2.3,6014,4.310301065444946,9.996519618210402e-06,6.88942016323404,0.127489961322226
3,1024,1024,2.3,6933,4.973072052001953,9.995334437570575e-06,10.500424273630532,0.4076994527490161
4,1024,1024,2.3,5735,4.216208457946777,9.999689498837484e-06,6.753493221939495,0.15428570106967143
5,1024,1024,2.3,5544,4.004903554916382,9.999630412087018e-06,6.6367295119504846,0.18870449606068007
6,1024,1024,2.3,6937,5.075923442840576,9.997736341199256e-06,7.142677714977456,0.06432275008937527
